Ride,Date/Time,Wait Time
Mickey & Minnie's Runaway Railway,2023-02-01 20:25:16,250
Mickey & Minnie's Runaway Railway,2023-02-01 20:30:16,255
Mickey & Minnie's Runaway Railway,2023-02-01 20:35:16,260
Mickey & Minnie's Runaway Railway,2023-02-01 20:40:16,265
Mickey & Minnie's Runaway Railway,2023-02-01 20:45:17,272
Mickey & Minnie's Runaway Railway,2023-02-01 20:50:16,277
Mickey & Minnie's Runaway Railway,2023-02-01 20:55:17,278
Mickey & Minnie's Runaway Railway,2023-02-01 21:00:17,279
Mickey & Minnie's Runaway Railway,2023-02-01 21:05:17,280
Mickey & Minnie's Runaway Railway,2023-02-01 21:10:16,281
Mickey & Minnie's Runaway Railway,2023-02-01 21:15:16,301
Mickey & Minnie's Runaway Railway,2023-02-01 21:20:16,301
Mickey & Minnie's Runaway Railway,2023-02-01 21:25:16,301
Mickey & Minnie's Runaway Railway,2023-02-01 21:30:16,301
Mickey & Minnie's Runaway Railway,2023-02-01 21:35:16,301
Mickey & Minnie's Runaway Railway,2023-02-01 21:40:16,301
Mickey & Minnie's Runaway Railway,2023-02-01 21:45:16,301
Mickey & Minnie's Runaway Railway,2023-02-01 21:50:16,301
Mickey & Minnie's Runaway Railway,2023-02-01 21:55:16,301
Mickey & Minnie's Runaway Railway,2023-02-01 22:00:16,301
Mickey & Minnie's Runaway Railway,2023-02-01 22:05:17,301
Mickey & Minnie's Runaway Railway,2023-02-01 22:10:16,301
Mickey & Minnie's Runaway Railway,2023-02-02 07:50:16,12
Mickey & Minnie's Runaway Railway,2023-02-02 07:55:16,13
Mickey & Minnie's Runaway Railway,2023-02-02 08:00:16,13
Mickey & Minnie's Runaway Railway,2023-02-02 08:05:17,13
Mickey & Minnie's Runaway Railway,2023-02-02 08:10:16,13
Mickey & Minnie's Runaway Railway,2023-02-02 08:15:16,13
Mickey & Minnie's Runaway Railway,2023-02-02 08:20:17,13
Mickey & Minnie's Runaway Railway,2023-02-02 08:25:16,13
Mickey & Minnie's Runaway Railway,2023-02-02 08:30:17,13
Mickey & Minnie's Runaway Railway,2023-02-02 08:35:17,13
Mickey & Minnie's Runaway Railway,2023-02-02 08:40:16,13
Mickey & Minnie's Runaway Railway,2023-02-02 08:45:16,14
Mickey & Minnie's Runaway Railway,2023-02-02 08:50:16,19
Mickey & Minnie's Runaway Railway,2023-02-02 08:55:16,21
Mickey & Minnie's Runaway Railway,2023-02-02 09:00:17,25
Mickey & Minnie's Runaway Railway,2023-02-02 09:05:17,27
Mickey & Minnie's Runaway Railway,2023-02-02 09:10:16,29
Mickey & Minnie's Runaway Railway,2023-02-02 09:15:16,30
Mickey & Minnie's Runaway Railway,2023-02-02 09:20:17,32
Mickey & Minnie's Runaway Railway,2023-02-02 09:25:16,35
Mickey & Minnie's Runaway Railway,2023-02-02 09:30:16,37
Mickey & Minnie's Runaway Railway,2023-02-02 09:35:16,40
Mickey & Minnie's Runaway Railway,2023-02-02 09:40:16,42
Mickey & Minnie's Runaway Railway,2023-02-02 09:45:16,45
Mickey & Minnie's Runaway Railway,2023-02-02 09:50:16,47
Mickey & Minnie's Runaway Railway,2023-02-02 09:55:16,49
Mickey & Minnie's Runaway Railway,2023-02-02 10:00:16,49
Mickey & Minnie's Runaway Railway,2023-02-02 10:05:17,50
Mickey & Minnie's Runaway Railway,2023-02-02 10:10:16,52
Mickey & Minnie's Runaway Railway,2023-02-02 10:15:16,53
Mickey & Minnie's Runaway Railway,2023-02-02 10:20:16,55
Mickey & Minnie's Runaway Railway,2023-02-02 10:25:17,55
Mickey & Minnie's Runaway Railway,2023-02-02 10:30:17,56
Mickey & Minnie's Runaway Railway,2023-02-02 10:35:16,56
Mickey & Minnie's Runaway Railway,2023-02-02 10:40:16,58
Mickey & Minnie's Runaway Railway,2023-02-02 10:45:16,60
Mickey & Minnie's Runaway Railway,2023-02-02 10:50:16,62
Mickey & Minnie's Runaway Railway,2023-02-02 10:55:17,64
Mickey & Minnie's Runaway Railway,2023-02-02 11:00:17,66
Mickey & Minnie's Runaway Railway,2023-02-02 11:05:16,68
Mickey & Minnie's Runaway Railway,2023-02-02 11:10:16,70
Mickey & Minnie's Runaway Railway,2023-02-02 11:15:16,72
Mickey & Minnie's Runaway Railway,2023-02-02 11:20:16,74
Mickey & Minnie's Runaway Railway,2023-02-02 11:25:16,78
Mickey & Minnie's Runaway Railway,2023-02-02 11:30:16,80
Mickey & Minnie's Runaway Railway,2023-02-02 11:35:17,83
Mickey & Minnie's Runaway Railway,2023-02-02 11:40:16,85
Mickey & Minnie's Runaway Railway,2023-02-02 11:45:17,88
Mickey & Minnie's Runaway Railway,2023-02-02 11:50:16,90
Mickey & Minnie's Runaway Railway,2023-02-02 11:55:17,90
Mickey & Minnie's Runaway Railway,2023-02-02 12:00:16,90
Mickey & Minnie's Runaway Railway,2023-02-02 12:05:17,93
Mickey & Minnie's Runaway Railway,2023-02-02 12:10:16,95
Mickey & Minnie's Runaway Railway,2023-02-02 12:15:16,98
Mickey & Minnie's Runaway Railway,2023-02-02 12:20:16,99
Mickey & Minnie's Runaway Railway,2023-02-02 12:25:17,99
Mickey & Minnie's Runaway Railway,2023-02-02 12:30:16,99
Mickey & Minnie's Runaway Railway,2023-02-02 12:35:16,99
Mickey & Minnie's Runaway Railway,2023-02-02 12:40:16,99
Mickey & Minnie's Runaway Railway,2023-02-02 12:45:17,100
Mickey & Minnie's Runaway Railway,2023-02-02 12:50:16,101
Mickey & Minnie's Runaway Railway,2023-02-02 12:55:16,102
Mickey & Minnie's Runaway Railway,2023-02-02 13:00:17,103
Mickey & Minnie's Runaway Railway,2023-02-02 13:05:16,105
Mickey & Minnie's Runaway Railway,2023-02-02 13:10:17,107
Mickey & Minnie's Runaway Railway,2023-02-02 13:15:17,108
Mickey & Minnie's Runaway Railway,2023-02-02 13:20:16,110
Mickey & Minnie's Runaway Railway,2023-02-02 13:25:16,112
Mickey & Minnie's Runaway Railway,2023-02-02 13:30:16,114
Mickey & Minnie's Runaway Railway,2023-02-02 13:35:16,117
Mickey & Minnie's Runaway Railway,2023-02-02 13:40:16,120
Mickey & Minnie's Runaway Railway,2023-02-02 13:45:16,122
Mickey & Minnie's Runaway Railway,2023-02-02 13:50:17,125
Mickey & Minnie's Runaway Railway,2023-02-02 13:55:16,127
Mickey & Minnie's Runaway Railway,2023-02-02 14:00:16,130
Mickey & Minnie's Runaway Railway,2023-02-02 14:05:16,132
Mickey & Minnie's Runaway Railway,2023-02-02 14:10:17,135
Mickey & Minnie's Runaway Railway,2023-02-02 14:15:17,139
Mickey & Minnie's Runaway Railway,2023-02-02 14:20:16,142
Mickey & Minnie's Runaway Railway,2023-02-02 14:25:16,144
Mickey & Minnie's Runaway Railway,2023-02-02 14:30:16,149
Mickey & Minnie's Runaway Railway,2023-02-02 14:35:16,151
Mickey & Minnie's Runaway Railway,2023-02-02 14:40:17,154
