Ride,Date/Time,Wait Time
Haunted Mansion Holiday,2024-08-02 12:10:12,85
Haunted Mansion Holiday,2024-08-02 12:15:12,87
Haunted Mansion Holiday,2024-08-02 12:20:12,87
Haunted Mansion Holiday,2024-08-02 12:25:12,87
Haunted Mansion Holiday,2024-08-02 12:30:12,87
Haunted Mansion Holiday,2024-08-02 12:35:12,91
Haunted Mansion Holiday,2024-08-02 12:40:11,94
Haunted Mansion Holiday,2024-08-02 12:45:11,96
Haunted Mansion Holiday,2024-08-02 12:50:11,98
Haunted Mansion Holiday,2024-08-02 12:55:11,100
Haunted Mansion Holiday,2024-08-02 13:00:12,102
Haunted Mansion Holiday,2024-08-02 13:05:12,103
Haunted Mansion Holiday,2024-08-02 13:10:12,105
Haunted Mansion Holiday,2024-08-02 13:15:11,108
Haunted Mansion Holiday,2024-08-02 13:20:11,110
Haunted Mansion Holiday,2024-08-02 13:25:11,112
Haunted Mansion Holiday,2024-08-02 13:30:12,114
Haunted Mansion Holiday,2024-08-02 13:35:12,116
Haunted Mansion Holiday,2024-08-02 13:40:11,118
Haunted Mansion Holiday,2024-08-02 13:45:11,120
Haunted Mansion Holiday,2024-08-02 13:50:11,122
Haunted Mansion Holiday,2024-08-02 13:55:12,124
Haunted Mansion Holiday,2024-08-02 14:00:12,126
Haunted Mansion Holiday,2024-08-02 14:05:11,128
Haunted Mansion Holiday,2024-08-02 14:10:11,129
Haunted Mansion Holiday,2024-08-02 14:15:11,131
Haunted Mansion Holiday,2024-08-02 14:20:11,132
Haunted Mansion Holiday,2024-08-02 14:25:12,134
Haunted Mansion Holiday,2024-08-02 14:30:12,135
Haunted Mansion Holiday,2024-08-02 14:35:12,137
Haunted Mansion Holiday,2024-08-02 14:40:12,139
Haunted Mansion Holiday,2024-08-02 14:45:11,142
Haunted Mansion Holiday,2024-08-02 14:50:12,144
Haunted Mansion Holiday,2024-08-02 14:55:12,146
Haunted Mansion Holiday,2024-08-02 15:00:11,148
Haunted Mansion Holiday,2024-08-02 15:05:12,150
Haunted Mansion Holiday,2024-08-02 15:10:11,151
Haunted Mansion Holiday,2024-08-02 15:15:12,151
Haunted Mansion Holiday,2024-08-02 15:20:11,152
Haunted Mansion Holiday,2024-08-02 15:25:12,153
Haunted Mansion Holiday,2024-08-02 15:30:12,154
Haunted Mansion Holiday,2024-08-02 15:35:11,155
Haunted Mansion Holiday,2024-08-02 15:40:11,157
Haunted Mansion Holiday,2024-08-02 15:45:11,158
Haunted Mansion Holiday,2024-08-02 15:50:11,160
Haunted Mansion Holiday,2024-08-02 15:55:12,161
Haunted Mansion Holiday,2024-08-02 16:00:12,163
Haunted Mansion Holiday,2024-08-02 16:05:12,165
Haunted Mansion Holiday,2024-08-02 16:10:11,167
Haunted Mansion Holiday,2024-08-02 16:15:11,169
Haunted Mansion Holiday,2024-08-02 16:20:12,171
Haunted Mansion Holiday,2024-08-02 16:25:11,173
Haunted Mansion Holiday,2024-08-02 16:30:12,175
Haunted Mansion Holiday,2024-08-02 16:35:12,177
Haunted Mansion Holiday,2024-08-02 16:40:12,179
Haunted Mansion Holiday,2024-08-02 16:45:11,181
Haunted Mansion Holiday,2024-08-02 16:50:12,183
Haunted Mansion Holiday,2024-08-02 16:55:12,185
Haunted Mansion Holiday,2024-08-02 17:00:11,187
Haunted Mansion Holiday,2024-08-02 17:05:12,189
Haunted Mansion Holiday,2024-08-02 17:10:11,191
Haunted Mansion Holiday,2024-08-02 17:15:12,193
Haunted Mansion Holiday,2024-08-02 17:20:12,195
Haunted Mansion Holiday,2024-08-02 17:25:12,197
Haunted Mansion Holiday,2024-08-02 17:30:11,199
Haunted Mansion Holiday,2024-08-02 17:35:12,201
Haunted Mansion Holiday,2024-08-02 17:40:11,203
Haunted Mansion Holiday,2024-08-02 17:45:11,205
Haunted Mansion Holiday,2024-08-02 17:50:11,207
Haunted Mansion Holiday,2024-08-02 17:55:12,210
Haunted Mansion Holiday,2024-08-02 18:00:11,212
Haunted Mansion Holiday,2024-08-02 18:05:11,216
Haunted Mansion Holiday,2024-08-02 18:10:12,218
Haunted Mansion Holiday,2024-08-02 18:15:11,221
Haunted Mansion Holiday,2024-08-02 18:20:11,223
